filepath,split,label,label_source,group_id,sha256
data/processed/clean_split/train/Normal/02e608d87544_normal166.jpg,train,Normal,class_folder,unknown,02e608d87544a8631dbbfcae4752b67b4a64460b9922548c5dfe7d4854a89a8b
data/processed/clean_split/train/Normal/031ee456e3a4_normal140.jpg,train,Normal,class_folder,unknown,031ee456e3a44a10e0d383f33d793ae1c6d649c6d1126f60614045568f3461d9
data/processed/clean_split/train/Normal/063e9f7997d2_normal73.jpg,train,Normal,class_folder,unknown,063e9f7997d2c139553d458c404e3059b4d9700577b03b7a705c9821e0796049
data/processed/clean_split/train/Normal/06df8f1727b3_normal309.jpg,train,Normal,class_folder,unknown,06df8f1727b30ef47cbf5d145d4603297ea752b006f8c3251defedfd4411b12f
data/processed/clean_split/train/Normal/086a5a232f7a_normal130.jpg,train,Normal,class_folder,unknown,086a5a232f7a69ab9f046b5fa2785782bb92ee92f709508da0784e4db638e741
data/processed/clean_split/train/Normal/09425dfbc216_normal161.jpg,train,Normal,class_folder,unknown,09425dfbc2166476abbe2e8d51b82b022f33111099bf3765298208412cb70b07
data/processed/clean_split/train/Normal/0b14a067b87e_normal172.jpg,train,Normal,class_folder,unknown,0b14a067b87e294622102229dad18444f06df1476a50a14862503f75f68481f0
data/processed/clean_split/train/Normal/0b3cd408abac_normal321.jpg,train,Normal,class_folder,unknown,0b3cd408abac917d3bc20f906036e9a8c07bf6d60950ad345c8a6e3efc5ac274
data/processed/clean_split/train/Normal/0dfda4cf4169_normal76.jpg,train,Normal,class_folder,unknown,0dfda4cf41692982d392030e7a86fd7217fa9f31b375e1593c99004c3a93e4e0
data/processed/clean_split/train/Normal/0fb58541be5e_normal167.jpg,train,Normal,class_folder,unknown,0fb58541be5e27e710e26d0fa1b85065137a83e3e1b9030ba0e029b552e6a175
data/processed/clean_split/train/Normal/0feecf32282c_normal104.jpg,train,Normal,class_folder,unknown,0feecf32282c7e177bbc3fdeeccabd8b5894f9e7c8d8c91e9fb33f148afb3d5a
data/processed/clean_split/train/Normal/1165e85889c1_normal127.jpg,train,Normal,class_folder,unknown,1165e85889c1eb9347087163b9180447891ebca41e1ad2c832ab98c26818a286
data/processed/clean_split/train/Normal/14200bad8871_normal318.jpg,train,Normal,class_folder,unknown,14200bad8871476a61559f36d60695fa4fb45fd66f2da905e4e936deccf0cbfb
data/processed/clean_split/train/Normal/157a1fa9bc28_normal164.jpg,train,Normal,class_folder,unknown,157a1fa9bc2820b8f49b5f6bad7d38f4c593ff1f2521c0bc6e506c3881d79866
data/processed/clean_split/train/Normal/178ce9b1cc5d_normal92.jpg,train,Normal,class_folder,unknown,178ce9b1cc5d8e7b39450d9eaa95c3f228f897f76dc3523ce0708f8148bef037
data/processed/clean_split/train/Normal/17d7f9959e32_normal327.jpg,train,Normal,class_folder,unknown,17d7f9959e32044948b7b108d6d2832029c71c79407e46907f6ea119b2c44407
data/processed/clean_split/train/Normal/1b4b93fa2d48_normal303.jpg,train,Normal,class_folder,unknown,1b4b93fa2d4885ae472ba7a979466dbe81fd45165256981ff5951de8a1318af8
data/processed/clean_split/train/Normal/1c7f5cb8f2da_normal84.jpg,train,Normal,class_folder,unknown,1c7f5cb8f2da2669e82753ec7ef1b5da4cc145fca21ebf4ba989d91d3802b93a
