source_filename,binary_label,source_classes,annotation_count,label_source,group_id,group_source,sha256
20250216_164325.jpg,Pothole,crack|manhole|pothole,9,COCO pothole category presence,20250216,filename_capture_date,151f8fb2f423b089478644643315e2429dc2dccfb2d86541b1c19ada358a92ce
20250216_164521.jpg,No_pothole,crack,4,COCO pothole category presence,20250216,filename_capture_date,742a73746d15947639f57253643dfb525244b37b54ac4a1fca40f7ac2d09db1d
20250216_164541.jpg,Pothole,crack|manhole|pothole,6,COCO pothole category presence,20250216,filename_capture_date,8d7fb54fbfc9b82877144a8bf32067732ca47a90470102d4d9c598cea9c7f9e5
20250219_164649.jpg,No_pothole,crack,2,COCO pothole category presence,20250219,filename_capture_date,85b058e5d3fd279c47682196942ee70e7b9e2f1f2c88ced6e78ad27111b9cfdf
20250219_164714.jpg,Pothole,crack|pothole,5,COCO pothole category presence,20250219,filename_capture_date,c8937937c809481e02034c55d94db3b420017ea26dddfd0b9f5e179025c02ba9
20250219_164738.jpg,Pothole,crack|manhole|pothole,6,COCO pothole category presence,20250219,filename_capture_date,40b25cd5613dbf0fc2dd2e5f419f71d3b7bc9bbb77299f29da4a61089a0973de
20250219_164746.jpg,No_pothole,manhole,2,COCO pothole category presence,20250219,filename_capture_date,6e35a611b13be7ab9d3d1149e87ee62b67d59d0e6b7fbc0346cf133d61f56850
20250219_164754.jpg,Pothole,crack|pothole,4,COCO pothole category presence,20250219,filename_capture_date,850d718118196b426cbb142c222b90104b95ed277c5c89f656cda1d678059706
20250219_164756.jpg,Pothole,crack|pothole,4,COCO pothole category presence,20250219,filename_capture_date,f472dee394260fe66347471786c632f2aaf2004a3175c16f8237a41128388408
20250219_164807.jpg,Pothole,crack|manhole|pothole,3,COCO pothole category presence,20250219,filename_capture_date,4ea360eaaf4154ecea3025d010c8894dbd98310303765a032f25504b917ba673
20250219_164813.jpg,Pothole,crack|manhole|pothole,4,COCO pothole category presence,20250219,filename_capture_date,4c33b9ecab017a15866d0e42d60e4b75e0b59d118b55ddd4ac9ce5d1d3edcd7c
20250219_164823.jpg,Pothole,crack|manhole|pothole,3,COCO pothole category presence,20250219,filename_capture_date,4aaab6a9c5d0cdd1d80a1b850d9a6fa847521d2f7b416fdccf5a122caf70298d
20250219_164829.jpg,Pothole,crack|pothole,2,COCO pothole category presence,20250219,filename_capture_date,7656db7dbbee58e43d574d90e2c21bfec3f55783add88f87c7ba784377ac0b36
20250219_164838.jpg,No_pothole,crack|manhole,7,COCO pothole category presence,20250219,filename_capture_date,03a4775ae89c8e394c96e2ab74b22b519bb2ebe0afaf0d78c9805ea3d2ad75df
20250219_164848.jpg,No_pothole,crack,5,COCO pothole category presence,20250219,filename_capture_date,9e64d29bc311864c920e75c38aee05e701f045c153296bc65b1aa1e7661f936c
20250219_164855.jpg,Pothole,crack|pothole,2,COCO pothole category presence,20250219,filename_capture_date,68208b13d5498fb691ea6ae5e28881578dfe448f68fc77d1dec920b88d1f8bb9
20250219_164905.jpg,No_pothole,crack,1,COCO pothole category presence,20250219,filename_capture_date,3f037f0a4346ea278e3d3cb43e4c649db4b3e80304a6a932d882a067daca252b
20250219_164912.jpg,Pothole,crack|pothole,2,COCO pothole category presence,20250219,filename_capture_date,ce87ecfc5903ba587fdb05bdf02b817e4fe0fe0c172dfba44f282bc25d54a8e3
20250219_164919.jpg,Pothole,pothole,1,COCO pothole category presence,20250219,filename_capture_date,15150a6a9d764a951b5e32090840fcad0eb7c7a373050e33ea6599abc1026fda
20250219_165015.jpg,No_pothole,crack,1,COCO pothole category presence,20250219,filename_capture_date,0c83e339f6e45433bae6369c7c6a9e764945df74a5657e88522abec0e1e693c5
20250219_165038.jpg,Pothole,crack|pothole,3,COCO pothole category presence,20250219,filename_capture_date,83517f9573da24ef633b7a1d1e27de8d349f1401e2a2b52682f3c0e9a13e9472
20250219_165042.jpg,Pothole,crack|pothole,3,COCO pothole category presence,20250219,filename_capture_date,e3f95322842403faf525949d4c07d0635e2b36198f468a0d5800f1495b57780d
20250219_165049.jpg,Pothole,crack|pothole,3,COCO pothole category presence,20250219,filename_capture_date,61a2677e626e4d2035884707c9b1d05e852b6b248797843e149f3de349c8d696
20250219_165056.jpg,Pothole,crack|pothole,3,COCO pothole category presence,20250219,filename_capture_date,90af5c4a5437980669e733beda0b4e92a9f431acd750a282936dc0d309f2588a
20250219_165100.jpg,Pothole,crack|pothole,4,COCO pothole category presence,20250219,filename_capture_date,54199f31ec6463467515878043edc542f37f4c350381aaf103ed76bebbfd2072
20250219_165225.jpg,No_pothole,crack,3,COCO pothole category presence,20250219,filename_capture_date,55fb02f0772f76a106a2e5e18892cb52d214826769f391bfd54b23d2fa3dc2bb
20250219_165329.jpg,Pothole,crack|pothole,4,COCO pothole category presence,20250219,filename_capture_date,aaacd60c306e1cce81ed130e5c6cd93ac79c4f0c30aa204bb89b938dfd115366
20250219_165333.jpg,Pothole,pothole,2,COCO pothole category presence,20250219,filename_capture_date,f8b7a933c3f14f40d127849931e80b37d099ea7249664d6a11ad2ff9d1ea0056
20250219_165339.jpg,No_pothole,crack,1,COCO pothole category presence,20250219,filename_capture_date,9971686cc833e5d30bcdf1b26dde955ec06109503fcd4ec8b4db7ba0f40b2299
20250219_165344.jpg,Pothole,pothole,2,COCO pothole category presence,20250219,filename_capture_date,45dce4c993654b111fec069a02d02f60b6b79035332c8edae04d4a87d92d9090
20250219_165351.jpg,Pothole,pothole,3,COCO pothole category presence,20250219,filename_capture_date,c32defb134b09da39e05030f59e02e21a8728a683d1e414853f8b942cfcc68de
20250219_165403.jpg,Pothole,crack|pothole,4,COCO pothole category presence,20250219,filename_capture_date,39685b563be9f139e180532bb84b5667c755c4b9b9e8dc5347bcb563b4280e09
20250219_165411.jpg,Pothole,crack|pothole,3,COCO pothole category presence,20250219,filename_capture_date,f694aabb158a68345b857fd2ca2e1c771aaa106c43439d0959b5d43d5ed39ea1
20250219_165420.jpg,Pothole,pothole,1,COCO pothole category presence,20250219,filename_capture_date,1c3e97580ff6180b30c3bcaa725e4a5497b7cb882d2bbd7f168a615d910b0b22
20250219_165424.jpg,Pothole,pothole,1,COCO pothole category presence,20250219,filename_capture_date,c75eba99bfc652544d91e7cddf4b7ec6e3f3b92b450a526f1b727ca9a5b93955
20250219_165436.jpg,Pothole,pothole,1,COCO pothole category presence,20250219,filename_capture_date,ee9b0fb7d421dc7e2f63d811ae91d7de6adca1560c45ea0e39756278dd95c505
20250219_165644.jpg,Pothole,pothole,1,COCO pothole category presence,20250219,filename_capture_date,a605f7dcc1eb3e54084b8b183235029f9c86fa108a958e90dcd9d1c7a96cb8c6
20250219_165652.jpg,Pothole,pothole,1,COCO pothole category presence,20250219,filename_capture_date,19551aaefeefff4965db32e17c5b172231008bc9f873891bbc0e7097afcdab84
20250219_165709.jpg,Pothole,pothole,1,COCO pothole category presence,20250219,filename_capture_date,7c37c84fc111c8bce810d358af965def4b95959783ba8d5ec9e0f8a346f5037e
20250219_165753.jpg,Pothole,pothole,1,COCO pothole category presence,20250219,filename_capture_date,a321f2e5dfa0f52d2e63c11b657a2d73a0afc1f7e3de2ecf54147a328bcd7271
20250219_165827.jpg,Pothole,pothole,2,COCO pothole category presence,20250219,filename_capture_date,1fb0377461b077a65248f788b345d0b7504a5b6a85c27fcc828369dd2ca2a10b
20250219_165832.jpg,Pothole,pothole,1,COCO pothole category presence,20250219,filename_capture_date,2eda4c4318b5eb9f498b945c6cea3ef8cbdbbc58bade230b62b80237cd9dc360
20250219_170253.jpg,Pothole,crack|pothole,6,COCO pothole category presence,20250219,filename_capture_date,76f1da2cf26f91671e404c0b69ec63757f1121ec5b6774f2717f0fe14d5f0b54
20250219_170258.jpg,Pothole,crack|pothole,7,COCO pothole category presence,20250219,filename_capture_date,b6406cabe3318d9bf6f18e0269a63f09e9fbd7d773274e332a232bd5ec848129
