review_id,image_id,source_dataset,source_url,original_source_label,shadow_present,human_decision,reviewer_notes,similarity_score,surface_type,surface_quality,official_train,width,height,resolution_decision,file_size_bytes,sha256,relative_image_path,user_id,captured_at,split_group_id,training_status
SH-R2-C001,4266076163452188,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.82094,asphalt,excellent,True,1024,768,eligible,206774,74654a76a9e9d7ff93b16672c9a11b8260e0b30dfd406a0e70a8303e5e52587d,data/raw/v2/streetsurfacevis/s_1024/4266076163452188.jpg,100232345559807,1620747705500,streetsurfacevis::4266076163452188,approved_shadow_candidate_not_final_split
SH-R2-C002,517395195973342,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.804925,asphalt,excellent,True,1024,576,eligible,141447,2cdeeae3f3817a9791d69c26e07fb647c9c0dd19f157362390fcd724f9fd7203,data/raw/v2/streetsurfacevis/s_1024/517395195973342.jpg,108655198076571,1621431121973,streetsurfacevis::517395195973342,approved_shadow_candidate_not_final_split
SH-R2-C003,137572495610286,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.799349,asphalt,excellent,True,1024,576,eligible,118369,e9acd1b45d3f0bfbfa83e929dc2ac932f3a589a7f06d6ee21bf53a28300c8c08,data/raw/v2/streetsurfacevis/s_1024/137572495610286.jpg,103198898589938,1656331680136,streetsurfacevis::137572495610286,excluded_from_shadow_pool
SH-R2-C004,275799264741940,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.796887,asphalt,excellent,True,1024,768,eligible,92175,8788090bf0e1a302c01d21d5afd3abf778a7eb01e9931053a4a82b781f313e1c,data/raw/v2/streetsurfacevis/s_1024/275799264741940.jpg,100474358864037,1487577995294,streetsurfacevis::275799264741940,excluded_from_shadow_pool
SH-R2-C005,472089687378315,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.794784,asphalt,excellent,True,1024,768,eligible,77090,6c31feefd7302dfee7aec245112f056d8a3b7db6affb3f7b94bc0f3973835b17,data/raw/v2/streetsurfacevis/s_1024/472089687378315.jpg,108954524668583,1429462735552,streetsurfacevis::472089687378315,excluded_from_shadow_pool
SH-R2-C006,325264672537808,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.794502,asphalt,excellent,True,1024,768,eligible,151469,9a500fd1ddd9833611d7bfa289666172dce4b3da6aa1a8146a6ac3d6d660c885,data/raw/v2/streetsurfacevis/s_1024/325264672537808.jpg,108567644711838,1473851685337,streetsurfacevis::325264672537808,approved_shadow_candidate_not_final_split
SH-R2-C007,374158477689347,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.793243,asphalt,excellent,True,1024,768,eligible,130447,c375addf45afa7777b079852eb22898a0874a7506f1c8733d6f41724526cf4ee,data/raw/v2/streetsurfacevis/s_1024/374158477689347.jpg,100232345559807,1627465184500,streetsurfacevis::374158477689347,excluded_from_shadow_pool
SH-R2-C008,1756746257838384,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.79311,asphalt,excellent,True,1024,768,eligible,138556,c522f9ba3f6e318fba33c4bb3af32b3e7b928abfc3022d7dea317fb6d7373be6,data/raw/v2/streetsurfacevis/s_1024/1756746257838384.jpg,102627028648372,1564510012000,streetsurfacevis::1756746257838384,excluded_from_shadow_pool
SH-R2-C009,6537893456277578,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.792204,asphalt,excellent,False,1023,601,eligible,74971,091573e0dfa5faa87f2e0643a568559d255c293f55cd3db69f86bda34884c053,data/raw/v2/streetsurfacevis/s_1024/6537893456277578.jpg,104142105161773,1693489596000,streetsurfacevis::6537893456277578,excluded_from_shadow_pool
SH-R2-C010,522924508742548,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.791438,asphalt,excellent,True,1024,576,eligible,66348,2b4368a106d8b89af5fde19404f2d87eec81c7bb9365644e221c976080306714,data/raw/v2/streetsurfacevis/s_1024/522924508742548.jpg,109569481271487,1475321629985,streetsurfacevis::522924508742548,excluded_from_shadow_pool
SH-R2-C011,562786198038894,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.789808,asphalt,excellent,True,1024,768,eligible,144921,fde404bbe90d5b4c3d2566cacf1a6ac616633c6f630380389e9f33698360b88b,data/raw/v2/streetsurfacevis/s_1024/562786198038894.jpg,110756067822823,1591102411472,streetsurfacevis::562786198038894,approved_shadow_candidate_not_final_split
SH-R2-C012,1120609728420959,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.788605,asphalt,excellent,True,1024,768,eligible,132009,a95741653acb2b774d82d1d85c7c0def7f2fcc1016f6dfb3e7cac5ca94580012,data/raw/v2/streetsurfacevis/s_1024/1120609728420959.jpg,101658985409308,1440328865889,streetsurfacevis::1120609728420959,approved_shadow_candidate_not_final_split
SH-R2-C013,314571826842492,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.787909,asphalt,excellent,True,1024,768,eligible,122356,6e5cd6f98393c2ddcbbb11459aca0677ab4ad817c19fc4b1ccd150f952d7800e,data/raw/v2/streetsurfacevis/s_1024/314571826842492.jpg,103670331876235,1563710126630,streetsurfacevis::314571826842492,approved_shadow_candidate_not_final_split
SH-R2-C014,950620909539756,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.787581,asphalt,excellent,True,1024,768,eligible,148010,bc9cd4a6719a4a56920929eaf082b108c6791bf88933526187d2dc012c20406a,data/raw/v2/streetsurfacevis/s_1024/950620909539756.jpg,100232345559807,1689851399000,streetsurfacevis::950620909539756,excluded_from_shadow_pool
SH-R2-C015,1001853784055707,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.786694,asphalt,excellent,True,1024,768,eligible,125393,8f768b88ae401b9b27f62cc885f325786b16dea38a7d7f4cad65a9d800a186f6,data/raw/v2/streetsurfacevis/s_1024/1001853784055707.jpg,102627028648372,1652268883000,streetsurfacevis::1001853784055707,excluded_from_shadow_pool
SH-R2-C016,359650306452787,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.786167,asphalt,excellent,True,1023,575,eligible,89542,feb95ffba1dce91f7818bd16fe06dadf445ce5b16edfd3a3daf91230d0b91cfe,data/raw/v2/streetsurfacevis/s_1024/359650306452787.jpg,109115837985025,1699088473500,streetsurfacevis::359650306452787,excluded_from_shadow_pool
SH-R2-C017,331130671845439,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.785828,asphalt,excellent,True,1024,768,eligible,120544,aecce705e14820c7e58a088b8b1a58dfdd39fe85ef2f19b5af49290ac9bd65ce,data/raw/v2/streetsurfacevis/s_1024/331130671845439.jpg,100232345559807,1625561618500,streetsurfacevis::331130671845439,approved_shadow_candidate_not_final_split
SH-R2-C018,617432029699854,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.781213,asphalt,excellent,False,1024,573,eligible,65808,d7bffe2c7e3b366787e2fe5d2f71b96140e35f6d9ecf007f24a1d6905ace4ff8,data/raw/v2/streetsurfacevis/s_1024/617432029699854.jpg,103080845264750,1659259860726,streetsurfacevis::617432029699854,approved_shadow_candidate_not_final_split
SH-R2-C019,1031193767438321,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.781027,asphalt,excellent,True,1024,768,eligible,106037,7bfde66121a093704125dc9094a3f91702352b207db5562ef5dd154cae58eba9,data/raw/v2/streetsurfacevis/s_1024/1031193767438321.jpg,100232345559807,1641046544500,streetsurfacevis::1031193767438321,excluded_from_shadow_pool
SH-R2-C020,155482263126376,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.779368,asphalt,excellent,True,1024,768,eligible,146660,03c45568fb8d20a89568736f97d17608e09e2854fb63648919ad263f8c45cf12,data/raw/v2/streetsurfacevis/s_1024/155482263126376.jpg,100232345559807,1599046745500,streetsurfacevis::155482263126376,excluded_from_shadow_pool
SH-R2-C021,299372698323550,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.778145,asphalt,excellent,True,1024,768,eligible,125860,c04725fbcf4f1953ace47edfa8158b77f8e0653e984e8a653a8ff373360ed757,data/raw/v2/streetsurfacevis/s_1024/299372698323550.jpg,100232345559807,1595582149500,streetsurfacevis::299372698323550,approved_shadow_candidate_not_final_split
SH-R2-C022,5603226599793791,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.777664,asphalt,excellent,True,1024,768,eligible,120043,5e636e97e18e585136a23aeb259d70ada1fb492a408a7ad0aceb2ff8c143e7d6,data/raw/v2/streetsurfacevis/s_1024/5603226599793791.jpg,100232345559807,1665923017500,streetsurfacevis::5603226599793791,excluded_from_shadow_pool
SH-R2-C023,1005162660302046,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.777358,asphalt,excellent,True,1024,768,eligible,160010,6a2f0241e82221c92b73d56d19732b8462c8b6cbfc348e2e0b41caab702da4fd,data/raw/v2/streetsurfacevis/s_1024/1005162660302046.jpg,103658281877634,1627398649361,streetsurfacevis::1005162660302046,excluded_from_shadow_pool
SH-R2-C024,514798999558623,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.777011,asphalt,excellent,True,1024,768,eligible,163336,48ac4dc1e581c6b1a3efbbb993c6916dc26bf8c4d68aac54dfdb5973e61e15a8,data/raw/v2/streetsurfacevis/s_1024/514798999558623.jpg,100232345559807,1595691860220,streetsurfacevis::514798999558623,excluded_from_shadow_pool
SH-R2-C025,209478385347306,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.776975,asphalt,excellent,True,1024,768,eligible,121747,4286a9ffc7e74999f3bb7a0113dd3394a2a6d4953548f76eabe4e5cea1fedde8,data/raw/v2/streetsurfacevis/s_1024/209478385347306.jpg,103658281877634,1685868704765,streetsurfacevis::209478385347306,approved_shadow_candidate_not_final_split
SH-R2-C026,814503646838197,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,No,Exclude,,0.776455,asphalt,excellent,False,1024,768,eligible,123786,bc3e88b9f101637c15d59d10d925ed58f32b4a096bd6368bf352f94da86eb5ef,data/raw/v2/streetsurfacevis/s_1024/814503646838197.jpg,111780478580571,1693333230817,streetsurfacevis::814503646838197,excluded_from_shadow_pool
SH-R2-C027,1162687380862175,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.776301,asphalt,excellent,True,1024,768,eligible,138019,a82e5ee7560d4d8d679b1eb68e31711568fed642751be727d1dc097d41fb98b0,data/raw/v2/streetsurfacevis/s_1024/1162687380862175.jpg,100306138885651,1497524603000,streetsurfacevis::1162687380862175,approved_shadow_candidate_not_final_split
SH-R2-C028,975617313315324,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.776258,asphalt,excellent,True,1023,575,eligible,98966,d5c689a650300429579647ac68fa73d984a6e78c242bc3ca9d29f47ff95e6a8d,data/raw/v2/streetsurfacevis/s_1024/975617313315324.jpg,103078715264357,1650202285612,streetsurfacevis::975617313315324,approved_shadow_candidate_not_final_split
SH-R2-C029,292440589826751,StreetSurfaceVis_s_1024,https://zenodo.org/records/11449977,Normal_asphalt,Yes,Keep,,0.77578,asphalt,excellent,True,1024,768,eligible,221428,b967d06fe44d51d0c1536821f80ce430701b7efd9af7404a6d474f194162e31d,data/raw/v2/streetsurfacevis/s_1024/292440589826751.jpg,104115958497622,1689060114879,streetsurfacevis::292440589826751,approved_shadow_candidate_not_final_split
